Title,Author,Quote,Remarks,Favorite
On Earth We’re Briefly Gorgeous,Ocean Vuong,I miss you more than I remember you.,,No
On Earth We’re Briefly Gorgeous,Ocean Vuong,"A page, turning, is a wing lifted with no twin, and therefore no flight. And yet we are moved.",,No
On Earth We’re Briefly Gorgeous,Ocean Vuong,"Remember: The rules, like streets, can only take you to <em>known</em> places. Underneath the gird is a field — it was always there — where to be lost is never to be wrong, but simple more. As a rule, be more. As a rule, I miss you.",,No
On Earth We’re Briefly Gorgeous,Ocean Vuong,"Take a right on Risley. If you forget me, then you’ve gone too far. Turn back.",,No
On Earth We’re Briefly Gorgeous,Ocean Vuong,"All freedom is relative — you know too well — and sometimes it’s no freedom at all, but simple the cage widening far away from you, the bars abstracted with distance but still there, as when they “free” wild animals into nature preserves only to contain them yet again by larger borders. But I took it anyway, that widening. Because sometimes not seeing the bars is enough.",,No
On Earth We’re Briefly Gorgeous,Ocean Vuong,"They say if you want something bad enough you’ll end up making a god out of it. But what if all I ever wanted was my life, Ma?",,No
On Earth We’re Briefly Gorgeous,Ocean Vuong,"It's true that, in Vietnamese, we rarely say <em>I love you</em>, and when we do, it is almost always in English. Care and love, for us, are pronounced clearest through service: plucking white hairs, pressing yourself on your son to absorb a plane’s turbulence and, therefore, his fear.",,No
A Little Life,Hanya Yanagihara,"I have never been one of those people - I know you aren’t either - who feels that the love one has for a child is somehow a superior love, one more meaningful, more significant, and grander than any other. I didn’t feel that before Jacob, and I didn’t feel that after. But it is a singular love, because it is a love whose foundation is not physical attraction, or pleasure, or intellect, but fear. You have never known fear until you have a child, and maybe that is what tricks us into thinking that it is more magnificent, because the fear itself is more magnificent. Every day, your first thought is not “I love him” but “How is he?” The world, overnight, rearranges itself into an obstacle course of terrors. I would hold him in my arms and wait to cross the street and would think how absurd it was that my child, that any child, could expect to survive this life.",,No
A Little Life,Hanya Yanagihara,"But what was happiness but an extravagance, an impossible state to maintain, partly because it was so difficult to articulate?",,No
A Little Life,Hanya Yanagihara,"He took pleasure in his friendships, and it didn’t hurt anyone, so who cared if it was codependent or not? And anyway, how was a friendship any more codependent than a relationship? Why was it admirable when you were twenty-seven but creepy when you were thirty-seven? Why wasn’t friendship as good as a relationship? Why wasn’t it even better? It was two people who remained together, day after day, bound not by sex or physical attraction or money or children or property, but only by the shared agreement to keep going, the mutual dedication to a union that could never be codified. Friendship was witnessing another’s slow drip of miseries, and long bouts of boredom, and occasional triumphs. It was a feeling honored by the privilege of getting to be present for another person’s most dismal moments, and knowing that you could be dismal around him in return.",,No
Alibis: Essays on Elsewhere,André Aciman,"It dawned on me much later that evening that our truest, most private moments, like our truest, most private memories, are made of such unreal, flimsy stuff. Fictions.",,No
Alibis: Essays on Elsewhere,André Aciman,"We seldom ever see, or read, or love things as they in themselves really are, nor, for that matter, do we even know our impressions of them as they really are. What matters is knowing what we see when we see other than what lies before us. It is the film we see, the film that breathes essence into otherwise lifeless objects, the film we crave to share with others. What we reach for and what ultimately touches us is the radiance we’ve projected on things, not the things themselves - the envelope, not the letter, the wrapping, not the gift.",,No
Alibis: Essays on Elsewhere,André Aciman,"What I found in the authors I grew to love was precisely the right to assume that I hadn’t misread them at all, that I wasn’t making up what I was seeing, and that I was getting the obvious meaning as well as the one they were not too keen to proclaim and might gainsay if confronted, perhaps because they themselves were not seeing it as clearly as they should, or were pretending not to. I was intuiting something for which there was no proof but that I knew was essential, because without this one unstated thing, their work wouldn’t hold.",,No
Alibis: Essays on Elsewhere,André Aciman,"Temporizing comes to the present the long way around, the way some people come to love, counterintuitively. Some seize today on condition they’ll come back to it tomorrow. Some reach out for what life throws their way provided they come close enough to almost lose it. And some elegize the past, knowing that what they truly love is not the past they’ve lost or the things they elegize and learn to think they love but their ability to speak their love for it, a love that may never have even been there but which is none other than the child of their ability to craft their way into some sort of imperfect-conditional-anterior-preterit. Writing, they say seem to say, works. Writing will get you there. Burrowing in a cork-lined room reinventing your life is life, is the present.",,No
Alibis: Essays on Elsewhere,André Aciman,"Indeed, the disconnect, the hiatus, the tiny synapse - call it once again the spread between us and time, between who we are and wish we might have been - is all we have to understand our place in life. One measures time not in units of experience but in increments of hope and anticipated regret.",,No
Alibis: Essays on Elsewhere,André Aciman,"New York may end up being no more than a scrim, a spectral film that is none other than our craving for romance - romance with life, with masonry, with memory, sometimes romance with nothing at all. This longing goes out to the city and from the city comes back to us. Call it narcissism. Or call it passion. It has its flare-ups, its cold nights, its sudden lurches, and its embraces. It is our life finally revealed to us in the most lifeless hard objects we’ll ever cast eyes on: concrete, steel, stonework. Our need for intimacy and love is so powerful that we’ll look for them and find them in asphalt and soot.",,No
Alibis: Essays on Elsewhere,André Aciman,"Similarly, it is not the things we long for that we love; it is longing itself - just as it is not <em>what</em> we remember but remembrance itself that we love.",,No
Early Work,Andrew Martin,"It’s better to make decisions when your baseline emotion isn’t misery. ",,No
Early Work,Andrew Martin,"I’d been trying to be sincere, but I’d done it so randomly and inexpertly that it had come across as a continuation of banter, an inability to be serious. ",,No
Early Work,Andrew Martin,"I had plenty of love. It was, I was realizing, a callous kind of love. That seemed to be all I had to give. Anyone I was with would realize that eventually, I thought, with my feet in the water, so really the goal was to create the illusion of depth for as long as possible. Not for the sex, no. For the company. Other people were interesting, and the more privileged time you had with them the less bored you would be. They would teach you how to live, or at least entertain you while you failed to learn. And it wasn’t entirely selfish, because, to other people, you were someone else, too, someone interesting, even if you knew that you weren’t. I knew a lot of people who thought that everything they said and did was of value, worthy of broadcast on the local or national level. I was coming to understand that it was this belief itself that sustained those people’s desire for communication, rather than the actual content of what was being said. Content, now more than ever, was irrelevant.",,No
Ball Lightning,Cixin Liu,"I realized that sometimes a philosophy of life might be set in stone, unchanging throughout one’s life, but at other times it could be incredibly weak. The direction of a man or woman’s life might be determined by the era they found themselves in. It’s impossible for someone to distance themselves very far from the times they live in.",,No
Swing Time,Zadie Smith,"People are not poor because they’ve made bad choices, they make bad choices because they’re poor.",,No
Swing Time,Zadie Smith,"Only in the chatroom did she seem to be in the world, though it was such a bizarre world, filled only with the echoing voices of people who had apparently already agreed with each other.",,No
Swing Time,Zadie Smith,"It was important to treat oneself as a kind of stranger, to remain unattached and unprejudiced in your own case.  I thought you needed to think like that to achieve anything in this world.",,No
Swing Time,Zadie Smith,"Food preparation was not for me, nor was washing, or fetching water or pulling up onions or even feeding the goats and chickens. I was, in the strictest sense of the term, good-for-nothing. Even babies were handed to me ironically, and people laughed when they saw me holding one. Yes, great care was taken at all times to protect me from reality. They’d met people like me before. They knew how little reality we can take.",,No
Swing Time,Zadie Smith,"He didn’t get depressed, but he managed this not by looking away but by looking closely, attending to each logical step in any particular problem, so that the problem itself filled all available mental space.",,No
Swing Time,Zadie Smith,"No one is more ingenious than the poor, wherever you find them. When you are poor every stage has to be thought through. Wealth is the opposite. With wealth you get to be thoughtless.",,No
Swing Time,Zadie Smith,"“I don’t see anything ingenious about poverty like this. I don’t see anything ingenious about having ten children when you can’t afford one.”
“Children can be a kind of wealth.”",,No
Swing Time,Zadie Smith,Sometimes I wonder if people don’t want freedom as much as they want meaning.,,No
Swing Time,Zadie Smith,"“Mum, you just said it yourself: you can’t save everybody.”
“That’s true. Very true. But at the same time, can’t you always do more?”",,No
Swing Time,Zadie Smith,"“Do you think she’s happy?”
“Ah yes - for Americans this is always the most important question.”",,No
Harvard Square,André Aciman,"I wanted him to envy me, perhaps because I needed another’s gaze to help me look more kindly on my life…",,No
Harvard Square,André Aciman,<em>Because I didn't want to forget<em> was the heart and soul of poetry.,,No
Harvard Square,André Aciman,"She'd been ringing all morning. Rather than suppose I never wanted to see her, or had spent the night with someone else, she'd assumed the worst and checked with the hospital. With amazing confidence in herself, in people, in the power of truth and candor. In her place, the first thing I would have imagined was that I had disappeared - or, better yet, absconded with her father's twenty-dollar bill. If only all humans were like her and thought her way, there wouldn't be an oblique ripple left on earth.",,No
Harvard Square,André Aciman,"I knew that, with the exception of those in the room who'd had to recobble their lives and reinvent themselves to live in the States, very few would understand that no human being is one thing only, that each of one of us has as many facets as there are people we know.",,No
On Such A Full Sea,Chang-Rae Lee,Do not discount the psychic warmth of the hive.,,No
On Such A Full Sea,Chang-Rae Lee,For sometimes you can’t help but crave some ruin in what you love.,,No
On Such A Full Sea,Chang-Rae Lee,We have to remind ourselves that it's perhaps more laudable simply to keep heading out into the world than always tilting to leave one's mark on it.,,No
On Such A Full Sea,Chang-Rae Lee,"Too intense a longing, everyone knows, can lead to poor decisions, rash actions, hopes that become outsized and in turn deform reality.",,No
On Such A Full Sea,Chang-Rae Lee,"For if there is ever a moment when we are most vulnerable, it's when we're closest to the idea of the attained desire, and thus farthest from ourselves, which is when we'll tread through any flame.",,No
On Such A Full Sea,Chang-Rae Lee,"What if loving something means you should mostly feel frustrated and thwarted, and then a little ruined, too, by the pursuit. But that you still come back for more.",,No
On Such A Full Sea,Chang-Rae Lee,"He should have had more faith in himself rather than give in to his weaker qualities, in particular his overeagerness to please and aversion to conflict and a lifelong infatuation with hope, which had him dreaming more than doing.",,No
On Such A Full Sea,Chang-Rae Lee,"For each of us has a perch on the tree. After we are gone, that perch is marked by a notch, permanent, yes, but with its edges mutating over time, assuming the tree is ever growing. Years from now someone can see that you were here, or there, and although you had little conception or care for the wider branching, in the next life there might be a sigh of wonder at how quietly flourishing it all was, if never majestic.",,No
Seeing,Jose Saramago,"That is the great thing about ordinary words, they are incapable of deceit.",,No
Seeing,Jose Saramago,One can show no greater respect than to weep for a stranger.,,No
The Road,Cormac McCarthy,He said the right dreams for a man in peril were dreams of peril and all else was the call of languor and of death.,,No
The Road,Cormac McCarthy,He thought that in the history of the world it might even be that there was more punishment than crime but he took small comfort from it.,,No
The Road,Cormac McCarthy,A person who had no one would be well advised to cobble together some passable ghost. Breathe it into being and coax it along with words of love. Offer it each phantom crumb and shield it from harm with your body. As for me my only hope is for eternal nothingness and I hope it with all my heart.,,No
The Road,Cormac McCarthy,Can you do it? When the time comes? When the time comes there will be no time. Now is the time. Curse God and die. What if it doesnt fire? It has to fire. What if it doesnt fire? Could you crush that beloved skull with a rock? Is there such a being within you of which you know nothing? Can there be? Hold him in your arms. Just so. The soul is quick. Pull him toward you. Kiss him. Quickly.,,No
The Road,Cormac McCarthy,"He thought each memory recalled must do some violence to its origins. As in a party game. Say the word and pass it on. So be sparing. What you alter in the remembering has yet a reality, known or not.",,No
The Road,Cormac McCarthy,People were always getting ready for tomorrow. I didnt believe in that. Tomorrow wasnt getting ready for them. It didnt even know they were there.,,No
The Road,Cormac McCarthy,When we’re all gone at last then there’ll be nobody but death and his days will be numbered too. He’ll be out in the road there with nothing to do and nobody to do it to. He’ll say: Where did everybody go? And that’s how it will be. What’s wrong with that?,,No
The Road,Cormac McCarthy,"There are other good guys. You said so.
Yes.
So where are they?
They’re hiding.
Who are they hiding from?
From each other.",,No
The Road,Cormac McCarthy,Years later he’d stood in the charred ruins of a library where blackened books lay in pools of water. Shelves tipped over. Some rage at the lies arranged in their thousands row on row. He picked up one of the books and thumbed through the heavy bloated pages. He’d not have thought the value of the smallest thing predicated on a world to come. It surprised him. That the space which these things occupied was itself an expectation. He let the book fall and took a last look around and made his way out into the cold gray light.,,No
The Road,Cormac McCarthy,When your dreams are of some world that never was or of some world that never will be and you are happy again then you will have given up.,,No
The Bluest Eye,Toni Morrison,"What did love feel like? she wondered. How do grown-ups act when they love each other? Eat fish together? Into her eyes came the picture of Cholly and Mrs. Breedlove in bed. He making sounds as though something had him by the throat and wouldn’t let go. Terrible as his noises were, they were not nearly as bad as the no noise at all from her mother. It was as though she was not even there. Maybe that was love. Choking sounds and silence.",,No
The Bluest Eye,Toni Morrison,"He does not see her, because for him there is nothing to see. How can a fifty-two-year-old white immigrant store-keeper with the taste of potatoes and beer in his mouth, his mind hoed on the doe-eyed Virgin Mary, his sensibilities blunted by a permanent awareness of loss, see a little black girl? Nothing in his life even suggested that the feat was possible, not to say desirable or necessary.",,No
The Bluest Eye,Toni Morrison,"But the unquarreled evening hung like the first note of a dirge in sullenly expectant air. An escapade of drunkenness, no matter how routine, had its own ceremonial close. The tiny, undistinguished days that Mrs. Breedlove lived were identified, grouped, and classed by these quarrels. They gave substance to the minutes and hours otherwise dim and unrecalled. They relieved the tiresomeness of poverty, gave grandeur to the dead rooms. In these violent breaks in routine that were themselves routine, she could display the style and imagination of what she believed to be her own true self. To deprive her of these fights was to deprive her of all the zest and reasonableness of life...If Cholly had stopped drinking she would never have forgiven Jesus. She needed Cholly’s sins desperately. The lower he sank, the wilder and more irresponsible he became, the more splendid she and her task became. In the name of Jesus.",,No
The Bluest Eye,Toni Morrison,"Along with the idea of romantic love, she was introduced to another - physical beauty. Probably the most destructive ideas in the history of human thought. Both originated in envy, thrived in insecurity, and ended in disillusion. In equating physical beauty with virtue, she stripped her mind, bound it, and collected self-contempt by the heap. She forgot lust and simple caring for. She regarded love as possessive mating, and romance as the goal of the spirit. It would be for her a well-spring from which she would draw the most destructive emotions, deceiving the lover and seeking to imprison the beloved, curtailing freedom in every way.",,No
The Bluest Eye,Toni Morrison,"Who say they don’t have no pain? Just ‘cause she don’t cry? ‘Cause she can’t say it, they think it ain’t there?",,No
The Bluest Eye,Toni Morrison,"So she became, and her process of becoming was like most of ours: she developed a hatred for things that mystified or obstructed her; acquired virtues that were easy to maintain; assigned herself a role in the scheme of things; and harked back to simpler times for gratification.",,No
The Bluest Eye,Toni Morrison,"God was a nice old white man, with long white hair, flowing white beard, and little blue eyes that looked sad when people died and mean when they were bad. It must be the devil who looks like that — holding the world in his hands, ready to dash it to the ground and spill the red guts so niggers could eat the sweet, warm insides. If the devil did look like that, Cholly preferred him. He never felt anything thinking about God, but just the idea of the devil excited him. And now the strong, black devil was blotting out the sun and getting ready to split open the world.",,No
The Bluest Eye,Toni Morrison,"Their voices blended into a threnody of nostalgia about pain. Rising and falling, complex in harmony, uncertain in pitch, but constant in the recitative of pain.",,No
The Bluest Eye,Toni Morrison,"Then they had grown. Edging into life from the back door. Becoming. Everybody in the world was in a position to give them orders. White women said, “Do this.” White children said, “Give me that.” White men said, “Come here.” Black men said, “Lay down.” The only people they need not take orders from were black children and each other. But they took all of that and re-created it in their own image. They ran the houses of white people, and knew it. When white men beat their men, they cleaned up the blood and went home to receive abuse from the victim. They beat their children with one hand and stole for them with the other. The hands that felled trees also cut umbilical cords; the hands that wrung the necks of chickens and butchered hogs also nudged African violets into bloom; the arms that loaded sheaves, bales, and sacks rocked babies into sleep. They patted biscuits into flaky ovals of innocence — and shrouded the dead. They plowed all day and came home to nestle like plums under the limbs of their men. The legs that straddled a mule’s back were the same ones that straddled their men’s hips. And the difference was all the difference there was.",,No
The Bluest Eye,Toni Morrison,"Then they were old. Their bodies honed, their odor sour. Squatting in a cane field, stooping in a cotton field, kneeling by a river bank, they had carried a world on their heads. They had given over the lives of their own children and tendered their grandchildren. With relief they wrapped their heads in rags, and their breasts in flannel; eased their feet into felt. They were through with lust and lactation, beyond tears and terror. They alone could walk the roads of Mississippi, the lanes of Georgia, the fields of Alabama unmolested. They were old enough to be irritable when and where they chose, tired enough to look forward to death, disinterested enough to accept the idea of pain while ignoring the presence of pain. They were, in fact and at last, free. And the lives of these old black women were synthesized in their eyes — a puree of tragedy and humor, wickedness and serenity, truth and fantasy.",,No
The Bluest Eye,Toni Morrison,"Abandoned in a junk heap by his mother, rejected for a crap game by his father, there was nothing more to lose. He was alone with his own perceptions and appetites, and they alone interested him.",,No
The Bluest Eye,Toni Morrison,"Having no idea of how to raise children, and having never watched any parent raise himself, he could not even comprehend what such a relationship should be. Had he been interested in the accumulation of things, he could have thought of them as his material heirs; had he needed to prove himself to some nameless “others,” he could have wanted them to excel in his own image and for his own sake. Had he not been alone in the world since he was thirteen, knowing only a dying old woman who felt responsible for him, but whose age, sex, and interests were so remote from his own, he might have felt a stable connection between himself and the children. As it was, he reacted to them, and his reactions were based on what he felt at the moment.",,No
The Bluest Eye,Toni Morrison,"We in this colony took as our own the most dramatic, and the most obvious of our white masters’ characteristics, which were, of course, their worst. In retaining the identity of our race, we held fast to those characteristics most gratifying to sustain and least troublesome to maintain. Consequently we were not royal but snobbish, not aristocratic but class-conscious; we believed authority was cruelty to our inferiors, and education was being at school. We mistook violence for passion, indolence for leisure, and thought recklessness was freedom. We raised our children and reared our crops; we let infants grow, and property develop. Our manhood was defined by acquisitions. Our womanhood by acquiescence. And the smell of your fruit and the labor of your days we abhorred.",,No
The Bluest Eye,Toni Morrison,"What makes one name more a person than another? Is the name the real thing, then? And the person only what his name says? Is that why to the simplest and friendliest of questions: “What is your name?” put to you by Moses, You would not say, and said instead “I am who I am.” Like Popeye? I Yam What I Yam? Afraid you were, weren’t you, to give out your name? Afraid they would know the name and then know you? Then they wouldn’t fear you?",,No
The Bluest Eye,Toni Morrison,"You scared they might go away?
Of course not. How can they go away?
The others went away.
They didn’t go away. They changed.
Go away. Change. What’s the difference?",,No
The Bluest Eye,Toni Morrison,"The birdlike gestures are worn away to a mere picking and plucking her way between the tire rims and the sunflowers, between Coke bottles and milkweed, among all the waste and beauty of the world — which is what she herself was. All of our waste which we dumped on her and which she absorbed. And all of our beauty, which was hers first and which she gave to us. All of us — all who knew her — felt so wholesome after we cleaned ourselves on her. We were so beautiful when we stood astride her ugliness. Her simplicity decorated us, her guilt sanctified us, her pain made us glow with health, her awkwardness made us think we had a sense of humor. Her inarticulateness made us believe we were eloquent. Her poverty kept us generous. Even her waking dreams we used — to silence our own nightmares. And she let us, and thereby deserved our contempt. We honed our egos on her, padded our characters with her frailty, and yawned in the fantasy of our strength.",,No
The Bluest Eye,Toni Morrison,"She, however, stepped over into madness, a madness which protected her from us simply because it bored us in the end.",,No
The Bluest Eye,Toni Morrison,"Love is never any better than the lover. Wicked people love wickedly, violent people love violently, weak people love weakly, stupid people love stupidly, but the love of a free man is never safe. There is no gift for the beloved. The lover alone possesses his gift of love. The loved one is shorn, neutralized, frozen in the glare of the lover’s inward eye.",,No
Dissident Gardens,Jonathan Lethem,"“Ah, only squares? Listen to you. Despite the beatnik talk I don’t miss your implication for the rest of us. What licenses you to judge so severely?”
“You’re telling me you don’t sort the world into those with and without a clue, Rose? Would you prefer if I use your word - sheep?”",,No
Dissident Gardens,Jonathan Lethem,"A man, everything that happened to you was done by a man. For a revolutionary your heartbreak is awfully pedestrian.",,No
Dissident Gardens,Jonathan Lethem,"Nine months later, out pops a proletariat!",,No
Dissident Gardens,Jonathan Lethem,Utopia was better when equipped with a subway stop so you could go screaming back to reality for five cents.,,No
Dissident Gardens,Jonathan Lethem,"“Loose lips sink ships” was the phrase. Well, they could also get you sunk in American Communism.",,No
Dissident Gardens,Jonathan Lethem,"Rose’s Communism in the war years was like the book of ration stamps she’d been issued, with another like it for the infant Miriam, each of which Rose preserved in its own wallet of the softest calfskin, an irony when you couldn’t get beef. Like the ration stamps, so with your political self: You tore off a square of your essence and laid it down only when necessary, hoarding the remainder in hopes the supply would extend until the siege was over.",,No
Dissident Gardens,Jonathan Lethem,"The difficulty in beholding another person was how you stood in your own way. To be struck open, as Tommy had just now been struck, was to wade into a mire of self-beholding.",,No
Dissident Gardens,Jonathan Lethem,"Days spent as a lonely walker in the great mad city, he understood its genius to be that of indifference, the conferral of the sweet gift of anonymity on hordes tormented by a surplus of identity, by a surplus of wounds and legacies, and he felt himself to be one upon whom this gift was quite utterly wasted. No use to confer anonymity on a man who’d already achieved anonymity, a man for whom that was his only achievement. No use to offer absolution to the unguilty or disguise to the invisible.",,No
Dissident Gardens,Jonathan Lethem,"Listen, boys and girls, young adults, what I’m talking about is the project we’re always already engaged in and will never conclude, that of unsuffocating our minds with the basic falsehoods known as everyday life. Put aside your pens, quit writing down what I’m saying. Let’s talk about your mothers, <em>fuckers</em>.",,No
Dissident Gardens,Jonathan Lethem,"In her exhaustion, Rose no longer buttonholed, no longer demanded introduction to each new face that appeared — a momentary lapse that became a landslide into anonymity. As she awarded her customary silent treatment to those she’d known for decades, and was unable to forge a connection to these young couples who’d likely respond with uncomprehending politeness, a gulf yawned on the sidewalk between Rose and any other human. The radical basis that had made Rose’s indignation an idealist’s warrant had become difficult to recall, even for her. Lacking warrant, she took on disconcerting resemblance to a bitter old lady. Silence once loaded with admonitory implication was now mere silence",,No
Dissident Gardens,Jonathan Lethem,"You think a quarter century of infiltrated cells didn’t make me a sorcerer at keeping my yap shut? You think I won’t go to my grave with secrets of global import? Sure, I’ve been an enemy of bourgeois propriety my whole life, it doesn’t mean I care wreck your home. Be orderly in your married life so that you may be violent and original in your adulterous affairs, that’s Flaubert who said that. I’ll tutor you in doublethink, Archie, just for God’s sake and I don’t even believe in God take me in your arms.",,No
Dissident Gardens,Jonathan Lethem,"“Capitalism wouldn’t get out of the way. We couldn’t breathe, we couldn’t begin to exist. It filled all the available space.”
“The God That Refused to Fail?”
“Yes!”",,No
Dissident Gardens,Jonathan Lethem,"“You did okay, though, Rose. You existed for a while. It’s in the record books.”",,No
Dissident Gardens,Jonathan Lethem,"Critical thinking might merely be another name for triage, the salvaging of what could be salvaged from the continuous ruin of human occasions.",,No
Dissident Gardens,Jonathan Lethem,"He was reeling, he felt, but it was a kind of happiness, though it discovered no happy conclusion. Maybe it was enough to reel.",,No
Beautiful Ruins,Jess Walter,"“A writer needs four things to achieve greatness, Pasquale: desire, disappointment, and the sea.""
“That’s only three.""
“You have to do disappointment twice.""",,No
Beautiful Ruins,Jess Walter,"Words and emotions are simple currencies. If we inflate them, they lose their value, just like money. They begin to mean nothing. Use ‘beautiful’ to describe a sandwich and the word means nothing. Since the war, there is no more room for inflated language. Words and feelings are small now - clear and precise. Humble like dreams.",,No
Beautiful Ruins,Jess Walter,"As he faces the horizon, we realize that maybe it’s all any of us can hope to do. Survive. Caught in the raging crosscurrents of history, of sorrow, and of certain death, a man realizes he is powerless, that all his belief in himself is vanity…a dream. So he does his best, he squirms against the snow and the wind and his own animal hungers, and this is a life. For family, for love, for simple decency, a good man rages against nature, and the brutality of fate, but it is a war he can never win. Every love is the same love, and it is overpowering - the wrenching grace of what it is to be human. We love. We try. We die alone.",,No
Beautiful Ruins,Jess Walter,People can handle an unjust world; it’s when the world becomes arbitrary and inexplicable that order breaks down.,,No
Beautiful Ruins,Jess Walter,"For him, music had always been a pose, a kid’s pissed-off reaction to aesthetic grace; he’d spent his whole life giving beauty the finger. Now he felt empty, shrill - a failure <em>and</em> an unknown. Nothing.",,No
Beautiful Ruins,Jess Walter,"Couldn’t love be gentler, smaller, quieter, not quite all-consuming?",,No
Beautiful Ruins,Jess Walter,"All we have is the story we tell. Everything we do, every decision we make, our strength, weakness, motivation, history, and character - what we believe - none of it is <em>real</em>; it’s all part of the story we tell. But here’s the thing: <em>it’s our goddamned story</em>!",,No
Beautiful Ruins,Jess Walter,"But aren’t all great quests folly? El Dorado and the Fountain of Youth and the search for intelligent life in the cosmos - we know what’s out there. It’s what isn’t that truly compels us. Technology may have shrunk the epic journey to a couple of short car rides and regional jet legs - four states and twelve hundred miles traversed in an afternoon - but true quests aren’t measured in time or distance anyway, so much as in hope. There are only two good outcomes for a quest like this, the hope of the serendipitous savant - sail for Asia and stumble on America - and the hope of scarecrows and tin men: that you find out you had the thing you sought all along.",,No
Beautiful Ruins,Jess Walter,"Sometimes, what we want to do and what we must do are not the same. The smaller the space between your desire and what is right, the happier you will be.",,No
Beautiful Ruins,Jess Walter,How much easier life would be if our intentions and desires could always be aligned.,,No
Beautiful Ruins,Jess Walter,"He believed he could spot an American anywhere by the quality - that openness, that stubborn belief in <em>possibility</em>, a quality that, in his estimation, even the youngest Italians lacked. Perhaps it was the difference in age between the countries - America with its expansive youth, building all those drive-in movie theaters and cowboy restaurants; Italians living in endless contraction, in the artifacts of generations, in the bones of empires.",,No
Beautiful Ruins,Jess Walter,"His aunt never made breakfast, even though Carlo had insisted for years that a hotel hoping to cater to French and Americans must offer breakfast. ( <em>It’s a lazy man’s meal</em>, she always said. <em>What laggard expects to eat before doing any work?</em>)",,No
Beautiful Ruins,Jess Walter,"A man wants many things in life, but when one of them is also the right thing, he would be a fool not to choose it.",,No
Beautiful Ruins,Jess Walter,He considered it a shame when people couldn’t grasp the infinite - a failure not just of imagination but of simple vision.,,No
Beautiful Ruins,Jess Walter,"But other times, honestly, the whole idea of being at peace just pisses her off. At peace? Who but the insane would ever be at peace? What person who has enjoyed life could possibly think one is enough? Who could live even a day and not feel the sweet ache of regret?",,No
Beautiful Ruins,Jess Walter,True sacrifice is painless.,,No
Beautiful Ruins,Jess Walter,What business does memory have with time?,,No
The God of Small Things,Arundhati Roy,"When you hurt people, they begin to love you less. That’s what careless words do. They make people love you a little less.",,No
The God of Small Things,Arundhati Roy,Some things come with their own punishments.,,No
The God of Small Things,Arundhati Roy,"“If you’re happy in a dream, Ammy, does that count?""
“Does what count?""
“The happiness - does it count?""",,No
The God of Small Things,Arundhati Roy,"It didn’t matter that the story had begun, because kathakali discovered long ago that the secret of the Great Stories is that they <em>have</em> no secrets. The Great Stories are the ones you have heard and want to hear again. The ones you can enter anywhere and inhabit comfortably. They don’t deceive you with thrills and trick endings. They don’t surprise you with the unforeseen. They are as familiar as the house you live in. Or the smell of your lover’s skin. You know how they end, yet you listen as though you don’t. In the way that although you know that one day you will die, you live as though you won’t. In the Great Stories you know who lives, who dies, who finds love, who doesn’t. And yet you want to know again.",,No
The God of Small Things,Arundhati Roy,"Which beast in particular, Comrade Pillai didn’t say. Searching for the <em>Man</em> who lives in him was perhaps what he really meant, because certainly no beast has essayed the boundless, infinitely inventive art of human hatred. No beast can match its range and power.",,No
The God of Small Things,Arundhati Roy,"The twins were too young to know that these were only history’s henchmen. Sent to square the books and collect the dues from those who broke its laws. Impelled by feelings that were primal yet paradoxically wholly impersonal. Feelings of contempt born of inchoate, unacknowledged feat - civilization’s fear of nature, men’s fear of women, power’s fear of powerlessness. Man’s subliminal urge to destroy what he could neither subdue nor deify.",,No
The God of Small Things,Arundhati Roy,It’s not entirely his fault that he lived in a society where a man’s death could be more profitable than his life had ever been.,,No
The God of Small Things,Arundhati Roy,"When you re-create the image of man, why repeat God’s mistakes?",,No
Siddhartha,Hermann Hesse,"Meaning and reality were not hidden behind things, they were in them, in all of them.",,No
Siddhartha,Hermann Hesse,"Smiling, they parted from each other. Siddhartha was pleased at the ferryman’s friendliness. He is like Govinda, he thought, smiling. All whom I meet on the way are like Govinda. All are grateful, although they themselves deserve thanks. All are subservient, all wish to be my friend, to obey and to think little. People are children.",,No
Siddhartha,Hermann Hesse,"He must gain experience himself. He had known for a long time that his Self was Atman, of the same eternal nature as Brahman, but he had never really found his Self, because he had wanted to trap it in the net of thoughts. The body was certainly not the Self, nor the play of senses, nor thought, nor understanding, nor acquired wisdom or art with which to draw conclusions and from already existing thoughts to spin new thoughts. No, this world of thought was still on this side, and it led to no goal when no one destroyed the senses of the incidental Self but fed it with thoughts and erudition. Both thought and the senses were fine things, behind both of them lay hidden the last meaning; it was worth while listening to them both, to play with both, neither to despise nor overrate either of them, but to listen intently to both voices.",,No
Siddhartha,Hermann Hesse,"One can beg, buy, be presented with and find love in the streets, but it can never be stolen.",,No
Siddhartha,Hermann Hesse,"You cannot love either, otherwise how could you practice love as an art? Perhaps people like us cannot love. Ordinary people can - that is their secret.",,No
Siddhartha,Hermann Hesse,"I reviewed my life and it was also a river, and Siddhartha the boy, Siddhartha the mature man and Siddhartha the old man, were only separated by shadows, not through reality. Siddhartha’s previous lives were also not in the past, and his death and his return to Brahma are not in the future. Nothing was, nothing will be, everything has reality and presence.",,No
Siddhartha,Hermann Hesse,"Was then not all sorrow in time, all self-torment and fear in time? Were not all difficulties and evil in the world conquered as soon as one conquered time, as soon as one dispelled time?",,No
